,city_name,housing_units,housing_density,change_hunits,percent_of_rent_to_total,owned_homes,med_homeval,med_rental_rate,med_owner_cost,med_own_cost_aspercentof_income,med_hval_aspercentof_medearn,med_hcost_ownmortg,med_hcost_own_wo_mortg,hcost_aspercentof_hincome_ownmortg,hcost_as_perc_of_hincome_womortg,med_real_estate_taxes,family_members_per_hunit,median_num_ofrooms,median_year_house_built,household_size_of_howners,household_size_for_renters,med_year_moved_in_for_owners,med_year_renter_moved_in,studio_1000_1499,studio_1500_more,studio_750_999,onebed_1000_1499,onebed_1500_more,onebed_750_999,twobed_1000_1499,twobed_1500_more,twobed_750_999,threebed_1000_1499,threebed_1500_more,threebed_750_999
350,San Juan Bautista,906.0,1273.9,21.6,53.2,46.8,424700.0,1464.0,1750.0,25.0,812.0,2147.0,479.0,30.0,10.0,2734.0,3.6,5.0,1968.0,2.6,2.9,1996.0,2011.0,0.217,0.478,0.0,0.213,0.0,0.59,0.487,0.419,0.094,0.023,0.823,0.154
351,San Juan Capistrano,12905.0,906.6,8.1,25.8,74.2,635100.0,1886.0,2262.0,26.0,1162.0,2858.0,704.0,30.0,13.0,4512.0,3.6,5.9,1977.0,2.7,3.5,2003.0,2011.0,0.331,0.669,0.0,0.537,0.242,0.157,0.202,0.721,0.0,0.041,0.902,0.033
352,San Leandro,33524.0,2511.7,3.4,45.4,54.6,474500.0,1392.0,1679.0,21.0,950.0,2194.0,495.0,26.0,10.0,3880.0,3.5,4.9,1959.0,2.9,2.6,2001.0,2011.0,0.566,0.097,0.062,0.515,0.157,0.184,0.423,0.483,0.046,0.167,0.653,0.03
353,San Luis Obispo city-CA,20332.0,1548.5,-1.1,61.7,38.3,590800.0,1403.0,1523.0,20.0,1155.0,2279.0,450.0,26.0,10.0,3471.0,3.0,4.5,1975.0,2.3,2.5,2002.0,2013.0,0.249,0.083,0.526,0.391,0.176,0.283,0.349,0.495,0.064,0.18,0.643,0.05
354,San Marcos,30491.0,1251.4,6.5,38.7,61.3,455700.0,1446.0,2085.0,25.0,904.0,2580.0,654.0,27.0,14.0,4458.0,3.8,5.8,1990.0,3.0,3.4,2006.0,2012.0,0.26,0.452,0.0,0.457,0.189,0.222,0.502,0.339,0.076,0.137,0.688,0.079
355,San Marino,4943.0,1312.1,10.4,15.7,84.3,1550100.0,3501.0,3076.0,22.0,1508.0,4001.0,1278.0,25.0,16.0,10001.0,3.2,7.1,1943.0,2.9,3.3,1998.0,,,0.0,,,1.0,,,0.891,,,0.91,
356,San Mateo,40657.0,3351.9,1.6,45.1,54.9,921700.0,2041.0,2440.0,21.0,1215.0,3174.0,679.0,25.0,10.0,5998.0,3.4,4.8,1962.0,2.7,2.6,2002.0,2012.0,0.254,0.531,0.102,0.308,0.602,0.037,0.096,0.861,0.019,0.087,0.841,0.018
357,San Pablo,9851.0,3746.1,2.9,61.9,38.1,270400.0,1211.0,1227.0,22.0,758.0,1606.0,456.0,27.0,13.0,2764.0,4.0,4.4,1968.0,3.2,3.3,2001.0,2012.0,0.253,0.0,0.164,0.4,0.099,0.251,0.574,0.203,0.119,0.19,0.67,0.027
358,San Rafael city-CA,23814.0,1437.4,-0.8,47.7,52.3,816700.0,1718.0,2483.0,21.0,1202.0,3120.0,760.0,25.0,11.0,6499.0,3.3,4.8,1966.0,2.3,2.7,2001.0,2011.0,0.361,0.24,0.105,0.356,0.418,0.05,0.124,0.789,0.008,0.036,0.893,0.0
359,San Ramon,25765.0,1383.2,-1.7,29.9,70.1,863800.0,2152.0,3280.0,23.0,826.0,3572.0,860.0,24.0,10.0,8292.0,3.5,6.2,1991.0,3.2,2.6,2006.0,2013.0,0.174,0.77,0.0,0.127,0.751,0.064,0.114,0.846,0.011,0.06,0.922,0.0
360,Sand City,154.0,273.8,6.2,89.3,10.7,604200.0,1390.0,,31.0,1426.0,1938.0,600.0,31.0,28.0,4625.0,3.4,3.6,1993.0,1.7,2.2,2007.0,2012.0,0.304,0.13,0.304,0.244,0.463,0.268,0.227,0.409,0.318,0.118,0.765,0.0
361,Sanger city-CA,7260.0,1269.3,2.2,42.1,57.9,178900.0,899.0,1125.0,22.0,501.0,1270.0,404.0,25.0,12.0,1398.0,4.2,5.2,1979.0,3.7,3.4,2003.0,2011.0,0.246,0.0,0.082,0.0,0.0,0.122,0.024,0.032,0.566,0.359,0.223,0.338
362,Santa Ana,77957.0,2871.8,1.4,54.6,45.4,421600.0,1416.0,1548.0,22.0,1395.0,1982.0,436.0,28.0,10.0,2764.0,4.9,4.5,1968.0,4.3,4.4,2000.0,2011.0,0.454,0.113,0.282,0.558,0.161,0.188,0.449,0.459,0.04,0.131,0.775,0.033
363,Santa Barbara,39012.0,2001.7,3.2,59.3,40.7,934500.0,1640.0,2134.0,22.0,1881.0,2919.0,714.0,25.0,13.0,5049.0,3.3,4.4,1963.0,2.5,2.5,1999.0,2012.0,0.451,0.253,0.135,0.423,0.336,0.069,0.108,0.772,0.056,0.064,0.804,0.039
364,Santa Clara,45577.0,2475.8,1.0,56.7,43.3,831600.0,2096.0,2376.0,20.0,1036.0,2934.0,509.0,25.0,10.0,5468.0,3.4,4.3,1970.0,2.8,2.7,2003.0,2012.0,0.313,0.504,0.096,0.185,0.706,0.066,0.15,0.813,0.008,0.054,0.833,0.04
365,Santa Clarita,69781.0,1323.3,12.5,32.3,67.7,461500.0,1757.0,2173.0,23.0,736.0,2476.0,667.0,25.0,11.0,4740.0,3.6,5.6,1986.0,3.0,3.1,2004.0,2012.0,0.247,0.487,0.123,0.395,0.381,0.112,0.253,0.685,0.019,0.072,0.871,0.013
366,Santa Cruz city-CA,24092.0,1891.0,3.3,53.0,47.0,750600.0,1634.0,2004.0,21.0,1241.0,2757.0,584.0,25.0,11.0,4304.0,3.2,4.5,1966.0,2.5,2.4,1998.0,2012.0,0.309,0.188,0.278,0.311,0.398,0.091,0.157,0.714,0.043,0.127,0.739,0.055
367,Santa Fe Springs,5292.0,596.4,6.4,36.1,63.9,409200.0,1319.0,1815.0,24.0,957.0,2073.0,364.0,28.0,10.0,3104.0,4.1,5.0,1959.0,3.7,3.0,1998.0,2011.0,0.455,0.153,0.131,0.524,0.094,0.062,0.475,0.311,0.084,0.126,0.731,0.076
368,Santa Maria city-CA,28887.0,1268.1,2.1,49.9,50.1,297200.0,1269.0,1414.0,21.0,962.0,1744.0,442.0,25.0,11.0,2351.0,4.4,4.9,1979.0,3.3,4.1,2004.0,2011.0,0.112,0.095,0.297,0.318,0.138,0.338,0.544,0.203,0.146,0.17,0.657,0.071
369,Santa Monica city-CA,51426.0,6111.1,1.0,72.3,27.7,1168500.0,1669.0,2734.0,23.0,1463.0,3616.0,903.0,27.0,13.0,7090.0,3.0,3.8,1966.0,2.4,1.8,2001.0,2011.0,0.28,0.349,0.103,0.19,0.555,0.144,0.238,0.643,0.065,0.24,0.597,0.034
370,Santa Paula city-CA,9199.0,2003.0,5.1,45.0,55.0,349500.0,1161.0,1505.0,23.0,950.0,1906.0,438.0,28.0,10.0,2329.0,4.0,5.0,1966.0,3.4,3.4,2001.0,2011.0,0.186,0.0,0.627,0.368,0.012,0.328,0.643,0.116,0.128,0.288,0.504,0.07
371,Santa Rosa city-CA,67537.0,1635.6,0.2,46.9,53.1,458500.0,1432.0,1684.0,22.0,951.0,2134.0,561.0,26.0,12.0,3427.0,3.4,5.0,1978.0,2.6,2.7,2003.0,2012.0,0.359,0.141,0.263,0.453,0.143,0.189,0.424,0.437,0.059,0.152,0.761,0.03
372,Santee,20311.0,1251.4,1.3,31.0,69.0,397200.0,1593.0,1853.0,24.0,718.0,2190.0,575.0,26.0,12.0,2851.0,3.4,5.4,1977.0,2.8,2.9,2003.0,2012.0,0.115,0.82,0.065,0.483,0.088,0.227,0.442,0.428,0.072,0.115,0.828,0.008
373,Saratoga,11282.0,904.1,1.4,15.6,84.4,1933900.0,2397.0,3284.0,20.0,1330.0,4001.0,1102.0,26.0,10.0,10001.0,3.2,7.4,1967.0,2.8,2.7,1998.0,2012.0,0.0,0.233,0.0,0.111,0.228,0.058,0.025,0.759,0.0,0.061,0.77,0.028
374,Sausalito,4676.0,2641.1,3.1,50.8,49.2,1163500.0,1998.0,2869.0,24.0,1111.0,3782.0,1291.0,27.0,17.0,10001.0,2.5,4.6,1961.0,1.9,1.6,2001.0,2011.0,0.296,0.37,0.333,0.162,0.797,0.041,0.05,0.929,0.0,0.17,0.83,0.0
375,Scotts Valley,4527.0,980.3,-1.8,27.7,72.3,717800.0,1999.0,2486.0,24.0,941.0,3134.0,777.0,29.0,12.0,5312.0,3.3,5.6,1984.0,2.8,2.3,2004.0,2012.0,0.393,0.228,0.221,0.121,0.42,0.328,0.0,0.796,0.083,0.043,0.957,0.0
376,Seal Beach,13604.0,1205.8,-6.6,24.6,75.4,338100.0,1758.0,649.0,16.0,439.0,2935.0,419.0,27.0,11.0,2241.0,2.7,4.3,1966.0,1.9,2.1,2004.0,2012.0,0.445,0.34,0.105,0.457,0.413,0.051,0.078,0.743,0.008,0.025,0.865,0.0
377,Seaside,11057.0,1196.6,1.7,59.7,40.3,413600.0,1599.0,1596.0,23.0,1111.0,2050.0,403.0,28.0,10.0,2445.0,4.0,4.9,1965.0,2.9,3.4,2000.0,2012.0,0.418,0.297,0.225,0.367,0.039,0.354,0.368,0.453,0.128,0.132,0.809,0.024
378,Sebastopol,3637.0,1955.2,5.0,50.2,49.8,543100.0,1314.0,1601.0,23.0,1050.0,2160.0,553.0,28.0,11.0,3335.0,2.9,4.9,1973.0,2.2,2.2,2000.0,2011.0,0.0,0.0,0.0,0.291,0.13,0.288,0.525,0.383,0.0,0.413,0.495,0.0
379,Selma city-CA,7137.0,1389.1,4.8,41.8,58.2,171200.0,891.0,1160.0,22.0,479.0,1397.0,406.0,24.0,11.0,1949.0,4.2,5.2,1979.0,3.5,3.8,2002.0,2012.0,0.0,0.0,0.0,0.023,0.0,0.147,0.229,0.0,0.451,0.577,0.159,0.137
380,Shafter city-CA,4954.0,177.3,9.6,46.8,53.2,163700.0,792.0,1135.0,23.0,518.0,1319.0,409.0,27.0,10.0,1705.0,4.3,5.1,1985.0,3.9,3.7,2003.0,2012.0,0.0,0.0,0.253,0.0,0.0,0.0,0.095,0.0,0.397,0.285,0.2,0.257
381,Shasta Lake,4104.0,375.8,-2.5,37.9,62.1,163500.0,1036.0,1072.0,21.0,400.0,1351.0,466.0,23.0,16.0,1215.0,3.3,5.2,1980.0,2.6,2.7,2004.0,2012.0,0.0,0.0,0.511,0.178,0.126,0.079,0.389,0.007,0.415,0.553,0.191,0.153
382,Sierra Madre,4841.0,1639.6,-5.3,39.6,60.4,889300.0,1487.0,2686.0,20.0,1072.0,3402.0,643.0,25.0,12.0,5911.0,3.1,5.6,1954.0,2.8,2.1,2000.0,2011.0,0.393,0.071,0.155,0.446,0.167,0.226,0.32,0.635,0.014,0.064,0.914,0.0
383,Signal Hill,4556.0,2093.4,3.8,53.3,46.7,445700.0,1365.0,2047.0,21.0,856.0,2360.0,580.0,23.0,10.0,4005.0,3.3,4.4,1979.0,2.4,2.8,2005.0,2011.0,0.0,0.255,0.653,0.543,0.084,0.344,0.597,0.327,0.043,0.056,0.851,0.0
384,Simi Valley city-CA,43214.0,1041.9,1.7,28.2,71.8,508600.0,1837.0,2231.0,23.0,824.0,2523.0,573.0,26.0,11.0,4117.0,3.5,6.1,1979.0,3.0,2.9,2002.0,2012.0,0.224,0.39,0.263,0.267,0.408,0.066,0.174,0.75,0.028,0.039,0.835,0.041
385,Solana Beach,6665.0,1893.7,1.9,41.4,58.6,1103900.0,1990.0,2224.0,22.0,1393.0,3217.0,907.0,27.0,12.0,6414.0,3.1,4.9,1976.0,2.4,2.2,2000.0,2012.0,0.676,0.324,0.0,0.294,0.658,0.019,0.067,0.896,0.014,0.028,0.81,0.016
386,Soledad city-CA,4131.0,935.9,6.6,38.9,61.1,293600.0,1243.0,1342.0,21.0,797.0,1545.0,479.0,24.0,11.0,2451.0,5.0,5.2,1992.0,4.2,4.5,2006.0,2012.0,0.0,0.0,0.571,0.104,0.188,0.307,0.316,0.264,0.277,0.316,0.482,0.059
387,Solvang,2655.0,1094.7,6.8,42.0,58.0,658600.0,1484.0,1848.0,23.0,1039.0,2606.0,957.0,27.0,14.0,4188.0,2.9,5.4,1977.0,2.3,2.2,2003.0,2011.0,0.246,0.0,0.522,0.354,0.28,0.366,0.32,0.499,0.087,0.077,0.81,0.062
388,Sonoma city-CA,5594.0,2038.9,0.9,39.5,60.5,686700.0,1708.0,1637.0,22.0,1076.0,2639.0,841.0,27.0,14.0,5708.0,3.0,5.1,1979.0,2.3,2.1,2003.0,2012.0,0.119,0.254,0.627,0.415,0.36,0.024,0.263,0.601,0.054,0.018,0.936,0.0
389,Sonora,2439.0,771.2,-1.0,64.9,35.1,271000.0,911.0,1182.0,22.0,726.0,1498.0,488.0,30.0,11.0,1788.0,2.7,4.5,1962.0,2.2,2.0,2003.0,2011.0,0.0,0.0,0.223,0.091,0.019,0.312,0.318,0.048,0.464,0.378,0.422,0.074
390,South El Monte,5575.0,1960.8,18.3,52.7,47.3,389400.0,1187.0,1265.0,20.0,1393.0,1752.0,311.0,31.0,10.0,2359.0,4.6,4.8,1959.0,3.8,4.0,1996.0,2010.0,0.581,0.0,0.419,0.306,0.01,0.333,0.629,0.071,0.137,0.369,0.492,0.067
391,South Gate,24139.0,3335.9,-0.1,56.5,43.5,351000.0,1072.0,1599.0,26.0,1116.0,1837.0,414.0,31.0,10.0,3133.0,4.5,4.4,1951.0,4.3,3.8,1998.0,2010.0,0.186,0.033,0.505,0.232,0.009,0.588,0.682,0.126,0.157,0.292,0.592,0.062
392,South Lake Tahoe city-CA,17714.0,1743.8,17.4,54.0,46.0,374600.0,932.0,1423.0,24.0,919.0,1776.0,515.0,30.0,14.0,2339.0,3.3,4.5,1970.0,2.4,2.4,2002.0,2012.0,0.015,0.0,0.314,0.134,0.024,0.32,0.314,0.084,0.435,0.353,0.439,0.129
393,South Pasadena,11143.0,3272.1,0.2,54.5,45.5,928500.0,1556.0,2664.0,22.0,1256.0,3283.0,708.0,26.0,10.0,6009.0,3.3,5.1,1953.0,2.8,2.3,1999.0,2011.0,0.622,0.235,0.076,0.639,0.299,0.037,0.29,0.665,0.006,0.085,0.89,0.024
394,South San Francisco city-CA,21856.0,2381.5,0.2,38.9,61.1,697400.0,1751.0,2166.0,22.0,1319.0,2682.0,502.0,25.0,10.0,4605.0,3.7,5.0,1966.0,3.2,3.2,1998.0,2011.0,0.097,0.327,0.125,0.351,0.439,0.078,0.222,0.683,0.049,0.044,0.825,0.01
395,Stanton,11350.0,3664.5,0.6,52.3,47.7,339000.0,1355.0,1468.0,23.0,902.0,1904.0,540.0,28.0,12.0,2720.0,4.1,4.4,1971.0,3.3,3.7,2004.0,2011.0,0.601,0.344,0.0,0.684,0.061,0.142,0.591,0.299,0.01,0.249,0.659,0.0
396,Stockton city-CA,101764.0,1650.2,2.1,52.2,47.8,220600.0,1003.0,1310.0,21.0,547.0,1580.0,445.0,25.0,10.0,1975.0,3.9,5.2,1977.0,3.2,3.1,2004.0,2012.0,0.134,0.027,0.258,0.074,0.04,0.321,0.318,0.05,0.43,0.467,0.327,0.105
397,Suisun City,9448.0,2301.5,-0.1,39.0,61.0,293100.0,1639.0,1614.0,22.0,583.0,1806.0,447.0,24.0,10.0,2593.0,3.6,5.8,1984.0,3.0,3.4,2003.0,2012.0,0.053,0.566,0.0,0.428,0.079,0.258,0.443,0.282,0.145,0.119,0.759,0.022
398,Sunnyvale,58451.0,2658.9,4.8,53.3,46.7,968700.0,2147.0,2065.0,19.0,1009.0,3035.0,723.0,22.0,10.0,5761.0,3.3,4.6,1972.0,2.8,2.6,2002.0,2012.0,0.198,0.619,0.053,0.154,0.778,0.023,0.081,0.875,0.01,0.054,0.843,0.023
399,Susanville city-CA,3631.0,457.0,-14.7,53.0,47.0,168400.0,980.0,1103.0,20.0,325.0,1445.0,387.0,22.0,13.0,1477.0,3.3,4.9,1978.0,2.4,2.3,2004.0,2012.0,0.0,0.571,0.078,0.042,0.071,0.101,0.233,0.008,0.279,0.657,0.133,0.128
400,Sutter Creek,1339.0,510.5,-2.0,51.7,48.3,362600.0,1020.0,1085.0,21.0,731.0,1855.0,468.0,24.0,16.0,2265.0,2.9,5.1,1972.0,2.1,2.1,2001.0,2012.0,0.0,0.0,0.097,0.061,0.0,0.202,0.624,0.013,0.275,0.588,0.17,0.127
401,Taft,2774.0,181.7,9.9,41.4,58.6,150700.0,709.0,992.0,17.0,311.0,1235.0,419.0,17.0,16.0,1964.0,3.5,5.4,1970.0,3.0,2.5,2004.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.163,0.488,0.208,0.618,0.056
402,Tehachapi city-CA,3707.0,375.4,4.7,33.5,66.5,187200.0,799.0,1211.0,20.0,397.0,1489.0,382.0,22.0,14.0,1525.0,3.5,5.1,1978.0,2.8,2.4,2005.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.031,0.303,0.779,0.0,0.088
403,Tehama,220.0,277.0,12.8,29.9,70.1,170300.0,856.0,,14.0,333.0,1081.0,231.0,21.0,10.0,824.0,3.0,5.0,1973.0,2.2,3.4,2001.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129,0.0,0.581,0.417,0.042,0.167
404,Temecula,35776.0,961.4,5.2,35.8,64.2,394600.0,1716.0,1989.0,23.0,657.0,2190.0,592.0,24.0,12.0,3951.0,3.7,6.4,1997.0,3.4,3.2,2007.0,2013.0,0.085,0.714,0.201,0.617,0.08,0.213,0.458,0.386,0.07,0.047,0.886,0.004
405,Temple City,11891.0,2968.6,-1.9,35.9,64.1,661000.0,1398.0,1554.0,21.0,1296.0,2464.0,548.0,28.0,11.0,4646.0,3.8,5.0,1957.0,3.4,3.0,2001.0,2011.0,0.579,0.0,0.392,0.552,0.052,0.353,0.36,0.422,0.09,0.088,0.781,0.023
406,Thousand Oaks city-CA,47930.0,868.6,0.9,29.9,70.1,663600.0,1925.0,2366.0,22.0,868.0,2768.0,656.0,25.0,10.0,4694.0,3.3,6.2,1978.0,2.8,2.6,2001.0,2012.0,0.387,0.507,0.01,0.284,0.558,0.005,0.137,0.786,0.013,0.042,0.811,0.036
407,Torrance city-CA,58335.0,2848.6,-0.1,45.1,54.9,687900.0,1582.0,2063.0,21.0,1034.0,2717.0,547.0,25.0,10.0,4668.0,3.3,4.9,1962.0,2.7,2.5,1999.0,2012.0,0.281,0.179,0.364,0.624,0.214,0.104,0.221,0.704,0.024,0.094,0.803,0.008
408,Tracy city-CA,26359.0,1168.3,1.5,38.2,61.8,378900.0,1603.0,1938.0,23.0,692.0,2135.0,580.0,25.0,11.0,3632.0,3.9,6.2,1993.0,3.4,3.5,2005.0,2012.0,0.101,0.051,0.101,0.255,0.181,0.324,0.531,0.302,0.115,0.17,0.752,0.031
409,Trinidad,204.0,420.7,-19.0,33.9,66.1,425000.0,1167.0,710.0,21.0,705.0,2400.0,475.0,23.0,14.0,2636.0,2.7,4.2,1968.0,2.0,1.4,2008.0,2007.0,0.0,0.0,0.0,0.462,0.154,0.385,0.286,0.143,0.286,0.211,0.316,0.0
410,Tulare city-CA,19731.0,968.4,4.6,44.9,55.1,177500.0,975.0,1175.0,21.0,485.0,1366.0,1366.0,24.0,10.0,1519.0,4.0,5.3,1985.0,3.3,3.4,2004.0,2012.0,0.159,0.163,0.098,0.073,0.013,0.128,0.262,0.033,0.359,0.461,0.15,0.189
411,Tulelake,518.0,1264.1,18.5,58.4,41.6,78300.0,617.0,491.0,21.0,216.0,838.0,380.0,20.0,22.0,555.0,3.5,4.4,1964.0,2.5,3.0,1991.0,2010.0,,,0.0,,,0.4,,,0.126,,,0.149
412,Turlock city-CA,25974.0,1534.3,5.5,47.7,52.3,267100.0,1019.0,1295.0,21.0,599.0,1613.0,439.0,25.0,10.0,1996.0,3.6,5.2,1984.0,2.9,2.8,2004.0,2012.0,0.097,0.191,0.29,0.167,0.035,0.323,0.343,0.061,0.459,0.493,0.276,0.102
413,Tustin,27356.0,2460.3,3.3,51.9,48.1,585700.0,1696.0,2135.0,25.0,1157.0,2498.0,617.0,27.0,10.0,4777.0,3.7,4.6,1980.0,3.0,3.1,2004.0,2012.0,0.462,0.461,0.027,0.533,0.335,0.039,0.188,0.746,0.011,0.07,0.798,0.009
414,Twentynine Palms,10116.0,171.0,7.3,71.1,28.9,120900.0,928.0,894.0,18.0,298.0,1178.0,323.0,26.0,10.0,1265.0,3.4,4.7,1983.0,2.4,2.9,2003.0,2014.0,0.0,0.0,0.291,0.125,0.0,0.146,0.14,0.036,0.402,0.45,0.138,0.242
415,Ukiah city-CA,6336.0,1356.6,-2.3,58.0,42.0,293400.0,1056.0,1332.0,23.0,790.0,1763.0,366.0,28.0,10.0,2285.0,3.5,4.5,1970.0,2.8,2.5,2002.0,2012.0,0.0,0.458,0.419,0.096,0.096,0.221,0.382,0.121,0.238,0.608,0.278,0.011
416,Union City,22015.0,1134.8,3.6,34.3,65.7,620200.0,1883.0,2175.0,22.0,1112.0,2659.0,602.0,25.0,10.0,5471.0,3.9,5.3,1980.0,3.5,3.4,2002.0,2012.0,0.268,0.57,0.0,0.232,0.621,0.004,0.206,0.657,0.043,0.096,0.82,0.011
417,Upland,28225.0,1807.4,3.2,44.4,55.6,465200.0,1302.0,1805.0,23.0,916.0,2271.0,543.0,27.0,10.0,3063.0,3.4,5.4,1976.0,2.8,2.7,2002.0,2012.0,0.379,0.161,0.406,0.502,0.092,0.29,0.607,0.255,0.084,0.227,0.632,0.031
418,Vacaville city-CA,33812.0,1173.6,3.0,40.2,59.8,354600.0,1470.0,1848.0,22.0,644.0,2090.0,524.0,24.0,11.0,2975.0,3.4,5.8,1983.0,2.8,2.7,2004.0,2012.0,0.241,0.141,0.289,0.433,0.124,0.194,0.426,0.31,0.137,0.106,0.802,0.023
419,Vallejo city-CA,45026.0,1468.0,1.3,44.6,55.4,295600.0,1301.0,1535.0,22.0,609.0,1879.0,462.0,25.0,11.0,2286.0,3.6,5.2,1972.0,2.9,2.8,2002.0,2012.0,0.134,0.083,0.306,0.38,0.101,0.287,0.552,0.193,0.166,0.215,0.704,0.027
420,Vernon,37.0,7.4,27.6,37.5,62.5,1571400.0,925.0,4001.0,50.0,7619.0,,463.0,,10.0,10001.0,3.3,5.5,1983.0,3.0,3.5,2016.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.2,0.2,0.0,0.0,0.333
421,Victorville,35572.0,485.1,-3.0,46.5,53.5,177600.0,1188.0,1257.0,23.0,451.0,1401.0,411.0,25.0,13.0,1865.0,4.2,5.8,1996.0,3.5,3.6,2006.0,2013.0,0.072,0.108,0.032,0.144,0.0,0.239,0.371,0.017,0.362,0.486,0.329,0.1
422,Villa Park,2071.0,996.3,2.7,5.5,94.5,1030800.0,2913.0,2698.0,24.0,1129.0,3944.0,872.0,29.0,14.0,6601.0,3.2,8.2,1974.0,2.9,3.2,1995.0,2009.0,0.0,0.0,,0.0,0.5,,0.0,0.0,,0.139,0.608,
423,Visalia city-CA,45037.0,1208.8,1.9,40.2,59.8,207400.0,958.0,1245.0,20.0,462.0,1481.0,414.0,23.0,10.0,1750.0,3.7,5.5,1984.0,3.0,3.2,2005.0,2012.0,0.201,0.033,0.245,0.102,0.018,0.212,0.212,0.017,0.477,0.486,0.257,0.151
424,Vista,31683.0,1696.1,2.2,50.8,49.2,423500.0,1442.0,1824.0,24.0,1156.0,2172.0,513.0,27.0,12.0,3314.0,3.9,5.1,1982.0,3.0,3.4,2004.0,2012.0,0.464,0.189,0.17,0.587,0.233,0.129,0.517,0.371,0.041,0.162,0.723,0.03
425,Walnut,9536.0,1060.5,8.9,16.1,83.9,703800.0,2163.0,2114.0,23.0,1205.0,2664.0,652.0,28.0,11.0,5076.0,3.6,6.7,1982.0,3.2,3.8,1997.0,2011.0,0.0,1.0,0.0,0.875,0.125,0.0,0.441,0.357,0.0,0.019,0.813,0.007
426,Walnut Creek,32687.0,1654.3,0.0,36.2,63.8,704900.0,1803.0,1711.0,22.0,837.0,2920.0,867.0,25.0,16.0,4844.0,2.9,5.1,1973.0,2.2,2.1,2003.0,2013.0,0.282,0.539,0.072,0.293,0.552,0.054,0.148,0.774,0.026,0.034,0.865,0.022
427,Wasco,5885.0,624.3,7.4,45.5,54.5,155800.0,698.0,1019.0,20.0,501.0,1153.0,395.0,24.0,14.0,1402.0,4.2,5.0,1987.0,4.0,3.6,2002.0,2012.0,0.0,0.0,0.194,0.027,0.0,0.044,0.127,0.047,0.255,0.367,0.011,0.19
428,Waterford,2477.0,1064.0,-7.1,35.2,64.8,168700.0,901.0,1232.0,23.0,395.0,1394.0,434.0,25.0,10.0,1884.0,4.1,5.4,1991.0,3.4,4.0,2004.0,2011.0,0.0,0.0,0.0,0.211,0.0,0.667,0.056,0.018,0.388,0.53,0.083,0.227
429,Watsonville city-CA,14529.0,2172.5,3.1,58.4,41.6,397900.0,1325.0,1554.0,21.0,1240.0,2018.0,451.0,25.0,11.0,2996.0,4.4,4.6,1974.0,3.6,3.9,2001.0,2010.0,0.115,0.232,0.144,0.371,0.117,0.171,0.5,0.308,0.057,0.207,0.59,0.103
430,Weed,1258.0,262.7,-1.2,53.0,47.0,125000.0,813.0,653.0,21.0,354.0,1174.0,291.0,27.0,16.0,918.0,3.3,4.9,1962.0,2.1,2.8,1996.0,,0.0,0.0,0.0,0.0,0.0,0.536,0.02,0.0,0.288,0.461,0.078,0.309
431,West Covina,32001.0,1994.9,-2.2,35.8,64.2,459500.0,1520.0,1858.0,23.0,1005.0,2158.0,484.0,26.0,10.0,3327.0,4.0,5.6,1965.0,3.5,3.4,1999.0,2012.0,0.348,0.274,0.304,0.542,0.134,0.198,0.365,0.541,0.041,0.114,0.727,0.039
432,West Hollywood,24851.0,13166.8,1.1,78.7,21.3,684200.0,1490.0,2301.0,24.0,1075.0,2849.0,844.0,26.0,16.0,5166.0,2.4,3.4,1962.0,1.6,1.6,2004.0,2011.0,0.425,0.213,0.21,0.37,0.446,0.036,0.227,0.632,0.065,0.208,0.634,0.024
433,West Sacramento,19067.0,887.0,2.1,46.2,53.8,304600.0,966.0,1580.0,22.0,606.0,1914.0,495.0,25.0,12.0,3039.0,3.7,5.2,1982.0,2.9,2.8,2005.0,2012.0,0.056,0.04,0.475,0.049,0.018,0.23,0.254,0.156,0.382,0.345,0.465,0.067
434,Westlake Village,3570.0,688.5,5.5,13.2,86.8,819900.0,2354.0,2489.0,22.0,774.0,3032.0,766.0,24.0,12.0,6152.0,3.0,6.7,1975.0,2.5,2.5,2000.0,2011.0,1.0,0.0,0.0,0.237,0.475,0.288,0.086,0.724,0.061,0.0,0.824,0.0
435,Westminster,28544.0,2842.5,3.2,47.1,52.9,546200.0,1427.0,1678.0,22.0,1257.0,2291.0,506.0,27.0,11.0,3709.0,3.9,5.1,1969.0,3.4,3.2,1999.0,2011.0,0.394,0.117,0.162,0.385,0.231,0.124,0.432,0.361,0.054,0.162,0.685,0.047
436,Westmorland,771.0,1306.6,13.7,56.5,43.5,105600.0,646.0,770.0,20.0,377.0,1075.0,343.0,24.0,17.0,1198.0,4.4,4.8,1981.0,3.6,3.5,1992.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0.22,0.04,0.293
437,Wheatland,1301.0,798.1,-1.7,37.6,62.4,211900.0,892.0,1627.0,22.0,405.0,1760.0,346.0,25.0,10.0,1676.0,3.4,5.5,1992.0,3.0,2.6,2005.0,2011.0,0.065,0.774,0.161,0.0,0.0,0.0,0.0,0.0,0.774,0.205,0.338,0.24
